decimal, binary
34181, 1000010110000101
39062, 1001100010010110
59844, 1110100111000100
42621, 1010011001111101
33742, 1000001111001110
11393, 10110010000001
17057, 100001010100001
50814, 1100011001111110
40786, 1001111101010010
38979, 1001100001000011
18059, 100011010001011
38793, 1001011110001001
20350, 100111101111110
25874, 110010100010010
37508, 1001001010000100
17951, 100011000011111
25900, 110010100101100
33995, 1000010011001011
54442, 1101010010101010
23958, 101110110010110
31289, 111101000111001
1830, 11100100110
43964, 1010101110111100
58868, 1110010111110100
25506, 110001110100010
2989, 101110101101
21311, 101001100111111
34908, 1000100001011100
30687, 111011111011111
64698, 1111110010111010
21833, 101010101001001
63640, 1111100010011000
5708, 1011001001100
26027, 110010110101011
4356, 1000100000100
48412, 1011110100011100
35241, 1000100110101001
54333, 1101010000111101
9113, 10001110011001
45413, 1011000101100101
32627, 111111101110011
14512, 11100010110000
48053, 1011101110110101
44702, 1010111010011110
48749, 1011111001101101
35248, 1000100110110000
46879, 1011011100011111
29261, 111001001001101
36597, 1000111011110101
37761, 1001001110000001
14284, 11011111001100
48880, 1011111011110000
64574, 1111110000111110
44141, 1010110001101101
65005, 1111110111101101
11557, 10110100100101
63019, 1111011000101011
56031, 1101101011011111
44034, 1010110000000010
25638, 110010000100110
2964, 101110010100
19937, 100110111100001
22441, 101011110101001
51032, 1100011101011000
50154, 1100001111101010
5737, 1011001101001
4188, 1000001011100
23624, 101110001001000
56604, 1101110100011100
43449, 1010100110111001
63846, 1111100101100110
40096, 1001110010100000
56118, 1101101100110110
5169, 1010000110001
33736, 1000001111001000
52148, 1100101110110100
23382, 101101101010110
19686, 100110011100110
32915, 1000000010010011
41538, 1010001001000010
7932, 1111011111100
6777, 1101001111001
9757, 10011000011101
58675, 1110010100110011
10248, 10100000001000
26741, 110100001110101
44522, 1010110111101010
38724, 1001011101000100
30159, 111010111001111
36393, 1000111000101001
16180, 11111100110100
15201, 11101101100001
60666, 1110110011111010
630, 1001110110
50889, 1100011011001001
32103, 111110101100111
765, 1011111101
26054, 110010111000110
2710, 101010010110
49017, 1011111101111001
8461, 10000100001101
35146, 1000100101001010
49387, 1100000011101011
49266, 1100000001110010
36487, 1000111010000111
7911, 1111011100111
58929, 1110011000110001
22042, 101011000011010
13340, 11010000011100
19924, 100110111010100
6885, 1101011100101
15190, 11101101010110
62516, 1111010000110100
31487, 111101011111111
29070, 111000110001110
45447, 1011000110000111
25703, 110010001100111
1197, 10010101101
44947, 1010111110010011
35760, 1000101110110000
35096, 1000100100011000
2550, 100111110110
42877, 1010011101111101
23311, 101101100001111
29610, 111001110101010
24662, 110000001010110
57730, 1110000110000010
41489, 1010001000010001
49940, 1100001100010100
1567, 11000011111
61926, 1111000111100110
4293, 1000011000101
49807, 1100001010001111
30759, 111100000100111
42312, 1010010101001000
41, 101001
1441, 10110100001
61636, 1111000011000100
30366, 111011010011110
54161, 1101001110010001
61874, 1111000110110010
64700, 1111110010111100
15771, 11110110011011
35037, 1000100011011101
27166, 110101000011110
17766, 100010101100110
2147, 100001100011
59295, 1110011110011111
104, 1101000
24413, 101111101011101
40994, 1010000000100010
23919, 101110101101111
33357, 1000001001001101
50631, 1100010111000111
14850, 11101000000010
48954, 1011111100111010
47642, 1011101000011010
20016, 100111000110000
6378, 1100011101010
32917, 1000000010010101
31937, 111110011000001
2864, 101100110000
42126, 1010010010001110
5189, 1010001000101
32560, 111111100110000
19193, 100101011111001
28856, 111000010111000
33670, 1000001110000110
8218, 10000000011010
19693, 100110011101101
27497, 110101101101001
8675, 10000111100011
4292, 1000011000100
5203, 1010001010011
44992, 1010111111000000
6562, 1100110100010
31893, 111110010010101
11206, 10101111000110
42763, 1010011100001011
4064, 111111100000
55326, 1101100000011110
31772, 111110000011100
16521, 100000010001001
11497, 10110011101001
16789, 100000110010101
54095, 1101001101001111
34750, 1000011110111110
47852, 1011101011101100
47496, 1011100110001000
58248, 1110001110001000
29962, 111010100001010
36988, 1001000001111100
52979, 1100111011110011
48190, 1011110000111110
47483, 1011100101111011
15386, 11110000011010
2164, 100001110100
2242, 100011000010
32328, 111111001001000
16141, 11111100001101
35563, 1000101011101011
39628, 1001101011001100
52504, 1100110100011000
938, 1110101010
18998, 100101000110110
57323, 1101111111101011
64602, 1111110001011010
45389, 1011000101001101
32056, 111110100111000
58021, 1110001010100101
22024, 101011000001000
52381, 1100110010011101
61229, 1110111100101101
18074, 100011010011010
34601, 1000011100101001
32985, 1000000011011001
30834, 111100001110010
42377, 1010010110001001
34878, 1000100000111110
9542, 10010101000110
8710, 10001000000110
57681, 1110000101010001
16016, 11111010010000
35733, 1000101110010101
30822, 111100001100110
17837, 100010110101101
14210, 11011110000010
1984, 11111000000
35648, 1000101101000000
45142, 1011000001010110
44854, 1010111100110110
60392, 1110101111101000
16707, 100000101000011
8135, 1111111000111
35882, 1000110000101010
52213, 1100101111110101
60246, 1110101101010110
47051, 1011011111001011
48445, 1011110100111101
3426, 110101100010
39094, 1001100010110110
2393, 100101011001
35515, 1000101010111011
60261, 1110101101100101
47642, 1011101000011010
10093, 10011101101101
13403, 11010001011011
42589, 1010011001011101
26086, 110010111100110
3900, 111100111100
57027, 1101111011000011
52767, 1100111000011111
53000, 1100111100001000
30142, 111010110111110
53384, 1101000010001000
18921, 100100111101001
22706, 101100010110010
53473, 1101000011100001
64312, 1111101100111000
62691, 1111010011100011
13319, 11010000000111
50819, 1100011010000011
32284, 111111000011100
27470, 110101101001110
34744, 1000011110111000
952, 1110111000
53724, 1101000111011100
11519, 10110011111111
15040, 11101011000000
44743, 1010111011000111
1515, 10111101011
10017, 10011100100001
39535, 1001101001101111
8422, 10000011100110
18723, 100100100100011
7378, 1110011010010
19029, 100101001010101
177, 10110001
11107, 10101101100011
23494, 101101111000110
30169, 111010111011001
48987, 1011111101011011
9304, 10010001011000
26718, 110100001011110
35561, 1000101011101001
42395, 1010010110011011
8216, 10000000011000
6462, 1100100111110
41204, 1010000011110100
15983, 11111001101111
10636, 10100110001100
57581, 1110000011101101
20844, 101000101101100
43716, 1010101011000100
5684, 1011000110100
60763, 1110110101011011
2212, 100010100100
33313, 1000001000100001
17574, 100010010100110
51423, 1100100011011111
29372, 111001010111100
49515, 1100000101101011
22348, 101011101001100
52427, 1100110011001011
45508, 1011000111000100
975, 1111001111
40657, 1001111011010001
45676, 1011001001101100
51106, 1100011110100010
35594, 1000101100001010
59077, 1110011011000101
10, 1010
39223, 1001100100110111
59975, 1110101001000111
21522, 101010000010010
53621, 1101000101110101
35533, 1000101011001101
16253, 11111101111101
25072, 110000111110000
8426, 10000011101010
16385, 100000000000001
23663, 101110001101111
50319, 1100010010001111
58764, 1110010110001100
28412, 110111011111100
57182, 1101111101011110
1033, 10000001001
40762, 1001111100111010
1644, 11001101100
7190, 1110000010110
34530, 1000011011100010
10726, 10100111100110
8810, 10001001101010
2475, 100110101011
32376, 111111001111000
10017, 10011100100001
57390, 1110000000101110
42022, 1010010000100110
2695, 101010000111
10388, 10100010010100
33060, 1000000100100100
43899, 1010101101111011
2010, 11111011010
64379, 1111101101111011
30906, 111100010111010
44097, 1010110001000001
7698, 1111000010010
55396, 1101100001100100
31438, 111101011001110
48740, 1011111001100100
41987, 1010010000000011
27584, 110101111000000
25764, 110010010100100
64328, 1111101101001000
33634, 1000001101100010
11331, 10110001000011
26453, 110011101010101
50267, 1100010001011011
1437, 10110011101
57914, 1110001000111010
44640, 1010111001100000
21755, 101010011111011
4334, 1000011101110
24389, 101111101000101
464, 111010000
23485, 101101110111101
22799, 101100100001111
43060, 1010100000110100
46442, 1011010101101010
35351, 1000101000010111
39919, 1001101111101111
551, 1000100111
56689, 1101110101110001
15956, 11111001010100
30406, 111011011000110
19661, 100110011001101
41369, 1010000110011001
11283, 10110000010011
18223, 100011100101111
35689, 1000101101101001
13281, 11001111100001
7289, 1110001111001
48168, 1011110000101000
39058, 1001100010010010
63589, 1111100001100101
22546, 101100000010010
7212, 1110000101100
48755, 1011111001110011
60233, 1110101101001001
63669, 1111100010110101
31226, 111100111111010
43563, 1010101000101011
11298, 10110000100010
56459, 1101110010001011
59601, 1110100011010001
41814, 1010001101010110
12938, 11001010001010
193, 11000001
1255, 10011100111
8831, 10001001111111
6858, 1101011001010
12189, 10111110011101
38838, 1001011110110110
56673, 1101110101100001
59966, 1110101000111110
4881, 1001100010001
2032, 11111110000
49258, 1100000001101010
32359, 111111001100111
4159, 1000000111111
21137, 101001010010001
64379, 1111101101111011
62477, 1111010000001101
43022, 1010100000001110
24339, 101111100010011
56307, 1101101111110011
10970, 10101011011010
3640, 111000111000
65187, 1111111010100011
16034, 11111010100010
43646, 1010101001111110
35918, 1000110001001110
57441, 1110000001100001
32759, 111111111110111
20860, 101000101111100
36845, 1000111111101101
39397, 1001100111100101
3272, 110011001000
57855, 1110000111111111
22410, 101011110001010
33986, 1000010011000010
49676, 1100001000001100
59223, 1110011101010111
28601, 110111110111001
30626, 111011110100010
46726, 1011011010000110
34064, 1000010100010000
10713, 10100111011001
4206, 1000001101110
29922, 111010011100010
34201, 1000010110011001
50976, 1100011100100000
53406, 1101000010011110
58617, 1110010011111001
62102, 1111001010010110
49461, 1100000100110101
48765, 1011111001111101
20178, 100111011010010
26236, 110011001111100
33779, 1000001111110011
42501, 1010011000000101
43792, 1010101100010000
53284, 1101000000100100
30405, 111011011000101
13079, 11001100010111
19559, 100110001100111
38897, 1001011111110001
47345, 1011100011110001
31630, 111101110001110
13628, 11010100111100
7348, 1110010110100
61467, 1111000000011011
51183, 1100011111101111
43438, 1010100110101110
27026, 110100110010010
35092, 1000100100010100
57923, 1110001001000011
63196, 1111011011011100
20030, 100111000111110
63020, 1111011000101100
52778, 1100111000101010
12738, 11000111000010
5080, 1001111011000
55857, 1101101000110001
55411, 1101100001110011
3229, 110010011101
17323, 100001110101011
31321, 111101001011001
27541, 110101110010101
39820, 1001101110001100
44246, 1010110011010110
38297, 1001010110011001
45674, 1011001001101010
32055, 111110100110111
42937, 1010011110111001
48951, 1011111100110111
19615, 100110010011111
30677, 111011111010101
15374, 11110000001110
51705, 1100100111111001
35759, 1000101110101111
32923, 1000000010011011
56529, 1101110011010001
40014, 1001110001001110
16093, 11111011011101
38053, 1001010010100101
60250, 1110101101011010
55324, 1101100000011100
52365, 1100110010001101
62816, 1111010101100000
64883, 1111110101110011
62154, 1111001011001010
63795, 1111100100110011
20101, 100111010000101
22759, 101100011100111
44157, 1010110001111101
534, 1000010110
15711, 11110101011111
28998, 111000101000110
58810, 1110010110111010
61098, 1110111010101010
7739, 1111000111011
59928, 1110101000011000
45605, 1011001000100101
25040, 110000111010000
5327, 1010011001111
14775, 11100110110111
37006, 1001000010001110
29068, 111000110001100
23813, 101110100000101
64324, 1111101101000100
55411, 1101100001110011
6755, 1101001100011
58616, 1110010011111000
28381, 110111011011101
49823, 1100001010011111
52460, 1100110011101100
46964, 1011011101110100
42478, 1010010111101110
53794, 1101001000100010
28252, 110111001011100
65510, 1111111111100110
12373, 11000001010101
30801, 111100001010001
38314, 1001010110101010
34499, 1000011011000011
57673, 1110000101001001
16725, 100000101010101
6801, 1101010010001
48982, 1011111101010110
64981, 1111110111010101
57479, 1110000010000111
40119, 1001110010110111
26146, 110011000100010
26986, 110100101101010
1492, 10111010100
44079, 1010110000101111
17336, 100001110111000
61362, 1110111110110010
18860, 100100110101100
19730, 100110100010010
11066, 10101100111010
50565, 1100010110000101
21239, 101001011110111
24633, 110000000111001
42452, 1010010111010100
45206, 1011000010010110
55777, 1101100111100001
10750, 10100111111110
13519, 11010011001111
50581, 1100010110010101
27331, 110101011000011
9420, 10010011001100
52080, 1100101101110000
60661, 1110110011110101
43356, 1010100101011100
5031, 1001110100111
4017, 111110110001
2307, 100100000011
24109, 101111000101101
1066, 10000101010
18339, 100011110100011
439, 110110111
61422, 1110111111101110
43369, 1010100101101001
33565, 1000001100011101
61862, 1111000110100110
40415, 1001110111011111
53148, 1100111110011100
52488, 1100110100001000
46292, 1011010011010100
25537, 110001111000001
26609, 110011111110001
23722, 101110010101010
36426, 1000111001001010
57557, 1110000011010101
38454, 1001011000110110
12291, 11000000000011
57492, 1110000010010100
23927, 101110101110111
50721, 1100011000100001
35394, 1000101001000010
9623, 10010110010111
28175, 110111000001111
28364, 110111011001100
43602, 1010101001010010
9851, 10011001111011
3017, 101111001001
41684, 1010001011010100
6321, 1100010110001
3939, 111101100011
1777, 11011110001
30706, 111011111110010
47354, 1011100011111010
42904, 1010011110011000
51610, 1100100110011010
56566, 1101110011110110
33905, 1000010001110001
3559, 110111100111
24217, 101111010011001
30266, 111011000111010
15103, 11101011111111
8340, 10000010010100
17746, 100010101010010
14720, 11100110000000
37294, 1001000110101110
4983, 1001101110111
48085, 1011101111010101
59437, 1110100000101101
13506, 11010011000010
57297, 1101111111010001
56096, 1101101100100000
8959, 10001011111111
16978, 100001001010010
7766, 1111001010110
44485, 1010110111000101
21861, 101010101100101
6938, 1101100011010
39499, 1001101001001011
48906, 1011111100001010
24053, 101110111110101
60378, 1110101111011010
21797, 101010100100101
20728, 101000011111000
43514, 1010100111111010
22550, 101100000010110
50414, 1100010011101110
19575, 100110001110111
15172, 11101101000100
50562, 1100010110000010
17206, 100001100110110
39052, 1001100010001100
40299, 1001110101101011
59644, 1110100011111100
48656, 1011111000010000
32702, 111111110111110
25098, 110001000001010
3582, 110111111110
35381, 1000101000110101
29726, 111010000011110
41853, 1010001101111101
7418, 1110011111010
18459, 100100000011011
1182, 10010011110
3276, 110011001100
9681, 10010111010001
45041, 1010111111110001
7171, 1110000000011
56546, 1101110011100010
43269, 1010100100000101
47441, 1011100101010001
40683, 1001111011101011
30480, 111011100010000
13624, 11010100111000
42905, 1010011110011001
20371, 100111110010011
9307, 10010001011011
54703, 1101010110101111
53950, 1101001010111110
60728, 1110110100111000
31386, 111101010011010
40599, 1001111010010111
44857, 1010111100111001
49530, 1100000101111010
48535, 1011110110010111
38289, 1001010110010001
30688, 111011111100000
19377, 100101110110001
60276, 1110101101110100
9051, 10001101011011
10662, 10100110100110
41304, 1010000101011000
8125, 1111110111101
52831, 1100111001011111
30684, 111011111011100
1468, 10110111100
8720, 10001000010000
46588, 1011010111111100
62259, 1111001100110011
64234, 1111101011101010
33784, 1000001111111000
45425, 1011000101110001
59390, 1110011111111110
3476, 110110010100
65398, 1111111101110110
29984, 111010100100000
7644, 1110111011100
38300, 1001010110011100
51076, 1100011110000100
5732, 1011001100100
10929, 10101010110001
13201, 11001110010001
56568, 1101110011111000
24644, 110000001000100
40261, 1001110101000101
15307, 11101111001011
46052, 1011001111100100
35360, 1000101000100000
4356, 1000100000100
18097, 100011010110001
61770, 1111000101001010
23534, 101101111101110
60468, 1110110000110100
256, 100000000
57265, 1101111110110001
62017, 1111001001000001
14418, 11100001010010
44676, 1010111010000100
2901, 101101010101
54713, 1101010110111001
23704, 101110010011000
63479, 1111011111110111
42708, 1010011011010100
55063, 1101011100010111
1293, 10100001101
51194, 1100011111111010
7974, 1111100100110
34982, 1000100010100110
8796, 10001001011100
33253, 1000000111100101
48211, 1011110001010011
22361, 101011101011001
15905, 11111000100001
20917, 101000110110101
62340, 1111001110000100
14871, 11101000010111
31792, 111110000110000
47312, 1011100011010000
40220, 1001110100011100
40679, 1001111011100111
8691, 10000111110011
45385, 1011000101001001
539, 1000011011
29882, 111010010111010
4281, 1000010111001
23857, 101110100110001
65311, 1111111100011111
32058, 111110100111010
47302, 1011100011000110
11512, 10110011111000
45206, 1011000010010110
51511, 1100100100110111
61526, 1111000001010110
30999, 111100100010111
24523, 101111111001011
11849, 10111001001001
7779, 1111001100011
21377, 101001110000001
35977, 1000110010001001
8683, 10000111101011
61359, 1110111110101111
8709, 10001000000101
48554, 1011110110101010
20946, 101000111010010
44994, 1010111111000010
54793, 1101011000001001
33268, 1000000111110100
58071, 1110001011010111
53963, 1101001011001011
35286, 1000100111010110
12577, 11000100100001
40999, 1010000000100111
26443, 110011101001011
36834, 1000111111100010
7441, 1110100010001
18774, 100100101010110
571, 1000111011
34835, 1000100000010011
18918, 100100111100110
58955, 1110011001001011
61951, 1111000111111111
45051, 1010111111111011
25847, 110010011110111
33496, 1000001011011000
55318, 1101100000010110
48875, 1011111011101011
18755, 100100101000011
3388, 110100111100
4986, 1001101111010
16052, 11111010110100
45140, 1011000001010100
35717, 1000101110000101
33047, 1000000100010111
9907, 10011010110011
62147, 1111001011000011
45965, 1011001110001101
37606, 1001001011100110
25034, 110000111001010
64026, 1111101000011010
54299, 1101010000011011
45855, 1011001100011111
25055, 110000111011111
20356, 100111110000100
54908, 1101011001111100
9786, 10011000111010
21397, 101001110010101
24761, 110000010111001
21421, 101001110101101
22072, 101011000111000
40595, 1001111010010011
61972, 1111001000010100
6272, 1100010000000
502, 111110110
28689, 111000000010001
20951, 101000111010111
48689, 1011111000110001
49661, 1100000111111101
11458, 10110011000010
4150, 1000000110110
58747, 1110010101111011
5150, 1010000011110
24359, 101111100100111
28286, 110111001111110
34414, 1000011001101110
61935, 1111000111101111
33229, 1000000111001101
47135, 1011100000011111
65417, 1111111110001001
18439, 100100000000111
1203, 10010110011
58289, 1110001110110001
49610, 1100000111001010
8490, 10000100101010
36980, 1001000001110100
47604, 1011100111110100
44469, 1010110110110101
25269, 110001010110101
45867, 1011001100101011
8677, 10000111100101
35698, 1000101101110010
48676, 1011111000100100
5102, 1001111101110
47181, 1011100001001101
32609, 111111101100001
53559, 1101000100110111
18779, 100100101011011
29294, 111001001101110
30608, 111011110010000
15825, 11110111010001
10066, 10011101010010
13621, 11010100110101
47279, 1011100010101111
56766, 1101110110111110
1156, 10010000100
40086, 1001110010010110
50422, 1100010011110110
5628, 1010111111100
39485, 1001101000111101
38357, 1001010111010101
51202, 1100100000000010
40, 101000
33354, 1000001001001010
64691, 1111110010110011
2669, 101001101101
37495, 1001001001110111
25984, 110010110000000
4271, 1000010101111
59053, 1110011010101101
35748, 1000101110100100
47804, 1011101010111100
44133, 1010110001100101
36632, 1000111100011000
24565, 101111111110101
39495, 1001101001000111
54396, 1101010001111100
55436, 1101100010001100
48009, 1011101110001001
3802, 111011011010
42435, 1010010111000011
52535, 1100110100110111
59914, 1110101000001010
17646, 100010011101110
39913, 1001101111101001
15008, 11101010100000
43554, 1010101000100010
42748, 1010011011111100
49756, 1100001001011100
18635, 100100011001011
42992, 1010011111110000
58770, 1110010110010010
32307, 111111000110011
47959, 1011101101010111
21848, 101010101011000
7699, 1111000010011
51965, 1100101011111101
29691, 111001111111011
32505, 111111011111001
57825, 1110000111100001
63668, 1111100010110100
29587, 111001110010011
57313, 1101111111100001
9845, 10011001110101
37805, 1001001110101101
11719, 10110111000111
43459, 1010100111000011
58436, 1110010001000100
20081, 100111001110001
48936, 1011111100101000
3177, 110001101001
6459, 1100100111011
31706, 111101111011010
58695, 1110010101000111
274, 100010010
19212, 100101100001100
53828, 1101001001000100
54674, 1101010110010010
40429, 1001110111101101
60728, 1110110100111000
39812, 1001101110000100
46795, 1011011011001011
34572, 1000011100001100
49671, 1100001000000111
13552, 11010011110000
56491, 1101110010101011
8776, 10001001001000
45930, 1011001101101010
13046, 11001011110110
34455, 1000011010010111
46604, 1011011000001100
15492, 11110010000100
23462, 101101110100110
54372, 1101010001100100
20760, 101000100011000
91, 1011011
39474, 1001101000110010
373, 101110101
45711, 1011001010001111
50131, 1100001111010011
63506, 1111100000010010
948, 1110110100
8056, 1111101111000
40437, 1001110111110101
14676, 11100101010100
10022, 10011100100110
5790, 1011010011110
35568, 1000101011110000
22838, 101100100110110
43781, 1010101100000101
53199, 1100111111001111
59151, 1110011100001111
53269, 1101000000010101
20204, 100111011101100
59289, 1110011110011001
27202, 110101001000010
3812, 111011100100
20394, 100111110101010
18300, 100011101111100
42468, 1010010111100100
38418, 1001011000010010
62648, 1111010010111000
14789, 11100111000101
26978, 110100101100010
44834, 1010111100100010
58572, 1110010011001100
27742, 110110001011110
9097, 10001110001001
31637, 111101110010101
60409, 1110101111111001
27424, 110101100100000
44533, 1010110111110101
16963, 100001001000011
29551, 111001101101111
5594, 1010111011010
60331, 1110101110101011
36648, 1000111100101000
352, 101100000
2292, 100011110100
46028, 1011001111001100
32761, 111111111111001
20184, 100111011011000
44483, 1010110111000011
39033, 1001100001111001
43627, 1010101001101011
33904, 1000010001110000
42891, 1010011110001011
4866, 1001100000010
23811, 101110100000011
11818, 10111000101010
8351, 10000010011111
5910, 1011100010110
48541, 1011110110011101
38724, 1001011101000100
59006, 1110011001111110
5696, 1011001000000
46369, 1011010100100001
64089, 1111101001011001
64050, 1111101000110010
65321, 1111111100101001
31590, 111101101100110
5839, 1011011001111
29767, 111010001000111
9704, 10010111101000
7898, 1111011011010
62221, 1111001100001101
38463, 1001011000111111
22388, 101011101110100
47575, 1011100111010111
49296, 1100000010010000
46042, 1011001111011010
35554, 1000101011100010
25413, 110001101000101
30176, 111010111100000
46850, 1011011100000010
10460, 10100011011100
27831, 110110010110111
3871, 111100011111
29774, 111010001001110
48059, 1011101110111011
32265, 111111000001001
8062, 1111101111110
8193, 10000000000001
14760, 11100110101000
37174, 1001000100110110
63977, 1111100111101001
59664, 1110100100010000
61154, 1110111011100010
45442, 1011000110000010
33891, 1000010001100011
3662, 111001001110
8469, 10000100010101
61237, 1110111100110101
40006, 1001110001000110
25497, 110001110011001
58349, 1110001111101101
56965, 1101111010000101
3286, 110011010110
55532, 1101100011101100
38894, 1001011111101110
3197, 110001111101
62820, 1111010101100100
27082, 110100111001010
25394, 110001100110010
1246, 10011011110
50105, 1100001110111001
1637, 11001100101
50811, 1100011001111011
46270, 1011010010111110
60101, 1110101011000101
39417, 1001100111111001
10954, 10101011001010
49162, 1100000000001010
12772, 11000111100100
29863, 111010010100111
2193, 100010010001
34777, 1000011111011001
64778, 1111110100001010
28629, 110111111010101
19102, 100101010011110
29545, 111001101101001
33930, 1000010010001010
27497, 110101101101001
3294, 110011011110
46304, 1011010011100000
36995, 1001000010000011
10310, 10100001000110
26736, 110100001110000
39705, 1001101100011001
37325, 1001000111001101
65398, 1111111101110110
9652, 10010110110100
63582, 1111100001011110
55286, 1101011111110110
49546, 1100000110001010
14745, 11100110011001
60402, 1110101111110010
1854, 11100111110
28817, 111000010010001
1260, 10011101100
43548, 1010101000011100
16966, 100001001000110
60731, 1110110100111011
33874, 1000010001010010
1968, 11110110000
24162, 101111001100010
58459, 1110010001011011
29800, 111010001101000
50523, 1100010101011011
23170, 101101010000010
36597, 1000111011110101
1513, 10111101001
34730, 1000011110101010
13707, 11010110001011
31714, 111101111100010
10791, 10101000100111
32956, 1000000010111100
41913, 1010001110111001
3028, 101111010100
28733, 111000000111101
31979, 111110011101011
8210, 10000000010010
24068, 101111000000100
48467, 1011110101010011
1217, 10011000001
34843, 1000100000011011
12562, 11000100010010
5654, 1011000010110
60341, 1110101110110101
39116, 1001100011001100
44946, 1010111110010010
54695, 1101010110100111
30830, 111100001101110
42329, 1010010101011001
34649, 1000011101011001
21923, 101010110100011
12396, 11000001101100
55448, 1101100010011000
53375, 1101000001111111
55303, 1101100000000111
2669, 101001101101
63013, 1111011000100101
9379, 10010010100011
42035, 1010010000110011
29448, 111001100001000
3581, 110111111101
53262, 1101000000001110
59715, 1110100101000011
14478, 11100010001110
53382, 1101000010000110
33794, 1000010000000010
2410, 100101101010
4215, 1000001110111
12306, 11000000010010
680, 1010101000
39369, 1001100111001001
16902, 100001000000110
5044, 1001110110100
55623, 1101100101000111
10847, 10101001011111
50319, 1100010010001111
43612, 1010101001011100
1485, 10111001101
58305, 1110001111000001
22524, 101011111111100
7275, 1110001101011
22175, 101011010011111
49605, 1100000111000101
14305, 11011111100001
19363, 100101110100011
9108, 10001110010100
64206, 1111101011001110
1075, 10000110011
8842, 10001010001010
12983, 11001010110111
59015, 1110011010000111
21559, 101010000110111
42423, 1010010110110111
44314, 1010110100011010
10225, 10011111110001
57340, 1101111111111100
4195, 1000001100011
47926, 1011101100110110
63146, 1111011010101010
50217, 1100010000101001
50274, 1100010001100010
51175, 1100011111100111
27850, 110110011001010
64492, 1111101111101100
13146, 11001101011010
18327, 100011110010111
9939, 10011011010011
30213, 111011000000101
12969, 11001010101001
50397, 1100010011011101
54286, 1101010000001110
44755, 1010111011010011
48422, 1011110100100110
62105, 1111001010011001
47235, 1011100010000011
11958, 10111010110110
48991, 1011111101011111
47387, 1011100100011011
12226, 10111111000010
22990, 101100111001110
56744, 1101110110101000
47350, 1011100011110110
58035, 1110001010110011
39318, 1001100110010110
12875, 11001001001011
652, 1010001100
63703, 1111100011010111
27574, 110101110110110
17612, 100010011001100
38191, 1001010100101111
44861, 1010111100111101
14415, 11100001001111
28274, 110111001110010
58259, 1110001110010011
33846, 1000010000110110
44329, 1010110100101001
54663, 1101010110000111
19283, 100101101010011
2106, 100000111010
9028, 10001101000100
33255, 1000000111100111
56301, 1101101111101101
71, 1000111
20408, 100111110111000
20707, 101000011100011
29610, 111001110101010
12024, 10111011111000
54242, 1101001111100010
61539, 1111000001100011
57741, 1110000110001101
63518, 1111100000011110
49311, 1100000010011111
23398, 101101101100110
32467, 111111011010011
47001, 1011011110011001
13996, 11011010101100
28354, 110111011000010
59191, 1110011100110111
36235, 1000110110001011
52509, 1100110100011101
31575, 111101101010111
13448, 11010010001000
47817, 1011101011001001
3499, 110110101011
41204, 1010000011110100
1125, 10001100101
43972, 1010101111000100
31094, 111100101110110
41411, 1010000111000011
40423, 1001110111100111
50262, 1100010001010110
17358, 100001111001110
44590, 1010111000101110
33792, 1000010000000000
47976, 1011101101101000
64528, 1111110000010000
3077, 110000000101
6583, 1100110110111
58918, 1110011000100110
20027, 100111000111011
26344, 110011011101000
48482, 1011110101100010
21784, 101010100011000
24035, 101110111100011
33065, 1000000100101001
34419, 1000011001110011
10454, 10100011010110
38024, 1001010010001000
17642, 100010011101010
54095, 1101001101001111
18210, 100011100100010
6601, 1100111001001
64706, 1111110011000010
50075, 1100001110011011
49050, 1011111110011010
37757, 1001001101111101
51402, 1100100011001010
47707, 1011101001011011
52582, 1100110101100110
7934, 1111011111110
4066, 111111100010
27086, 110100111001110
27719, 110110001000111
46776, 1011011010111000
57225, 1101111110001001
9354, 10010010001010
14064, 11011011110000
39345, 1001100110110001
59965, 1110101000111101
16071, 11111011000111
34364, 1000011000111100
39930, 1001101111111010
64130, 1111101010000010
47822, 1011101011001110
29755, 111010000111011
42442, 1010010111001010
31040, 111100101000000
50466, 1100010100100010
12344, 11000000111000
18126, 100011011001110
28855, 111000010110111
8137, 1111111001001
12152, 10111101111000
15795, 11110110110011
9611, 10010110001011
54256, 1101001111110000
34698, 1000011110001010
26491, 110011101111011
27342, 110101011001110
45931, 1011001101101011
48513, 1011110110000001
13002, 11001011001010
64710, 1111110011000110
44285, 1010110011111101
28775, 111000001100111
49271, 1100000001110111
45028, 1010111111100100
7349, 1110010110101
27449, 110101100111001
61790, 1111000101011110
58281, 1110001110101001
23879, 101110101000111
21273, 101001100011001
17906, 100010111110010
19491, 100110000100011
16745, 100000101101001
59518, 1110100001111110
39855, 1001101110101111
42186, 1010010011001010
16162, 11111100100010
56080, 1101101100010000
43686, 1010101010100110
9391, 10010010101111
7134, 1101111011110
21326, 101001101001110
61709, 1111000100001101
12152, 10111101111000
34238, 1000010110111110
27265, 110101010000001
6257, 1100001110001
65498, 1111111111011010
58089, 1110001011101001
52910, 1100111010101110
9670, 10010111000110
40328, 1001110110001000
22636, 101100001101100
46684, 1011011001011100
57223, 1101111110000111
41463, 1010000111110111
13682, 11010101110010
14925, 11101001001101
61532, 1111000001011100
27742, 110110001011110
46902, 1011011100110110
60389, 1110101111100101
40662, 1001111011010110
4410, 1000100111010
26264, 110011010011000
4685, 1001001001101
20762, 101000100011010
12180, 10111110010100
45667, 1011001001100011
